key,cust,model,ai_total,man_total,delta_pct,abs_gap,man_shape,ai_shape,status_cust,rule_fires
9108-FF26385,"IHERB, LLC",Sparse Intermittent,48,1040,-95.4,-992,FLAT,SPARSE,A: NEW 5/25,F37|R2
3102-FF31186,"CHEWY.COM",Croston's,309,1300,-76.2,-991,FLAT,FLAT,A: New 2/26,F10|F34|F37|F64|F71|M1
1864-BB29120,"AMAZON.COM.KYDC,INC",Seasonal Baseline,3660,4650,-21.3,-990,FLAT,FLAT,A,F15|F16|F37|F59i|F66|VP-Q1|VP-Q4
1864-BB0463,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1128,2115,-46.7,-987,FLAT,VARIABLE,A,F15|F16|F38|F38b|F40|F66|VP-Q1|VP-Q4
13825-BB0100,"MILLS FLEET FARM",Sparse Intermittent,4728,3744,26.3,984,FLAT,SPARSE,A,F17|F37|F64
18360-FF14364,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,3816,4800,-20.5,-984,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
1864-FF31606,"AMAZON.COM.KYDC,INC",Croston's,468,1450,-67.7,-982,FLAT,VARIABLE,A,F35|F37|VP-Q4
1864-FF4936PCS2,"AMAZON.COM.KYDC,INC",Seasonal Baseline,564,1542,-63.4,-978,FLAT,FLAT,A,F15|F37|F59h|VP-Q1|VP-Q4
13149-FF12301/24,"MEIJER THRIFTY ACRES",Croston's,624,1600,-61.0,-976,VARIABLE,FLAT,A,F35|F39|F64
16128-FF4935,"PET VALU CANADA INC",Croston's,1152,2125,-45.8,-973,FLAT,FLAT,A,F37|F47|F64|VP-Q3|VP-Q4
13149-FF4775,"MEIJER THRIFTY ACRES",Sparse Intermittent,2562,3532,-27.5,-970,FLAT,SPARSE,A,F17|F61|VP-Q3
13894-BB35094CAN,"METRO INC.",Sparse Intermittent,834,1800,-53.7,-966,SPARSE,SPARSE,A,F61|R2
1864-FF29319,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2520,1555,62.1,965,FLAT,FLAT,A,F15|F16|F39|F43|F59c|F59f|F66|F69|F69-wos|F_PO_CUTOFF|VP-Q1|VP-Q2
1864-BB0094,"AMAZON.COM.KYDC,INC",Seasonal Baseline,5556,6520,-14.8,-964,FLAT,FLAT,A,F15|F16|F37|F38c|F59i|F66|VP-Q1|VP-Q4
3080-FF9398,"CANADIAN TIRE CO",Sparse Intermittent,3360,2400,40.0,960,SPARSE,SPARSE,A,F17|F41|F64|R2
3102-FF32148,"CHEWY.COM",Seasonal Baseline,1440,2400,-40.0,-960,FLAT,VARIABLE,A,F16|F35|F37|F45|F64|F6b|VP-Q1|VP-Q4
4524-BB34403,"DD'S DISCOUNTS",Sparse Intermittent,840,1800,-53.3,-960,SPARSE,SPARSE,A: Off-Price,F10|F34|F37|F64|M1|R2|VP-OP
1864-BB14812PCS5,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1524,570,167.4,954,BACK_LOADED,FLAT,A,F15|F16|F38b|F47|F66|VP-Q1|VP-Q4
1864-FF10530AMZ3,"AMAZON.COM.KYDC,INC",Heuristic,2812,1860,51.2,952,FLAT,FLAT,A,F37|F47|F59o|F_PO_CUTOFF|R9
9108-FF7217,"IHERB, LLC",Sparse Intermittent,48,1000,-95.2,-952,FLAT,SPARSE,A: NEW 5/25,F37
16820-FF26976,"PSP DISTRIBUTION, LLC",Croston's,9900,10850,-8.8,-950,FLAT,FLAT,A,F35|F37|F41|F47|F64|F66|F71
22008-BB0760,"VARIETY WHOLESALERS INC",Sparse Intermittent,1500,2450,-38.8,-950,SPARSE,SPARSE,A: Off-Price,F64|R2
22008-BB29713,"VARIETY WHOLESALERS INC",Sparse Intermittent,1752,2700,-35.1,-948,SPARSE,SPARSE,A: Off-Price,F64|R2
20595-FF8652,"TRACTOR SUPPLY COMPANY",Croston's,624,1570,-60.3,-946,FLAT,SPARSE,A,F61|VP-Q3
23011-FF13879,"WAL MART STORES",Croston's,804,1750,-54.1,-946,FLAT,FLAT,A,F26|F35|F37|F62|F64|VP-Q3|VP-Q4
1864-FF28402,"AMAZON.COM.KYDC,INC",Croston's,600,1545,-61.2,-945,VARIABLE,FLAT,A,F35|F41|F57|F59a|F59c|F59d|F59e|F59h|F_PO_CUTOFF|VP-Q3
1864-BB16450,"AMAZON.COM.KYDC,INC",Seasonal Baseline,3744,2800,33.7,944,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F43|F49|F59a|F66|VP-Q1|VP-Q2|VP-Q4
11169-FF7267KL,"KOHL'S DEPT STR",Seasonal Baseline,2658,3600,-26.2,-942,FLAT,VARIABLE,A,F16|F35|F37|F62|F64|VP-OP|VP-Q1|VP-Q4
1864-FF8425AMZ4,"AMAZON.COM.KYDC,INC",Croston's,2223,1281,73.5,942,FLAT,FLAT,A,F35|F45|F47|F59d|F59e|F59h|F71|F_PO_CUTOFF
13149-FF4936,"MEIJER THRIFTY ACRES",Croston's,624,1560,-60.0,-936,FLAT,FLAT,A,F35|F64|F71|VP-Q3
18109-BB0235CAN,"RED APPLE STORES INC.",Sparse Intermittent,2736,1800,52.0,936,SPARSE,SPARSE,A,F64|VP-Q3
22008-BB29714,"VARIETY WHOLESALERS INC",Sparse Intermittent,5064,6000,-15.6,-936,SPARSE,SPARSE,A: Off-Price,F64|R2
12002-FF9297PDQ,"HOME SENSE",Sparse Intermittent,1584,650,143.7,934,FLAT,SPARSE,A,F10|F17|F34|F41|F64|M1
9108-FF7215,"IHERB, LLC",Sparse Intermittent,72,1000,-92.8,-928,FLAT,SPARSE,A: NEW 5/25,F37|F64
1864-BB0079,"AMAZON.COM.KYDC,INC",Croston's,24,950,-97.5,-926,FLAT,SPARSE,A,F36|F59e|F59h|F71|F_PO_CUTOFF
3102-FF31452,"CHEWY.COM",OTB (zero),0,925,-100.0,-925,BACK_LOADED,ZERO,,
3102-FF31453,"CHEWY.COM",OTB (zero),0,925,-100.0,-925,BACK_LOADED,ZERO,,
3102-FF31454,"CHEWY.COM",OTB (zero),0,925,-100.0,-925,BACK_LOADED,ZERO,,
9108-FF22323,"IHERB, LLC",Croston's,1800,875,105.7,925,FLAT,FLAT,A,F37|F47|F64|VP-Q4
4524-BB34390,"DD'S DISCOUNTS",Heuristic,876,1800,-51.3,-924,SPARSE,SPARSE,A: Off-Price,F23b|F37|F41|F64|R9|VP-OP|VP-Q4
4524-FF5716,"DD'S DISCOUNTS",Sparse Intermittent,576,1500,-61.6,-924,SPARSE,SPARSE,A,F10|F34|F37|F64|M1|R2
7291-BB35096,"GENERAL TRADING CO. INC",Sparse Intermittent,2436,3360,-27.5,-924,SPARSE,SPARSE,A,F61|VP-Q3
1864-BB36989,"AMAZON.COM.KYDC,INC",Seasonal Baseline,6790,5870,15.7,920,FLAT,VARIABLE,A,F15|F16|F37|F38b|F43|F49|F59a|F59m|F66|M1|VP-Q1|VP-Q4
1864-FF7112PCS2,"AMAZON.COM.KYDC,INC",Heuristic,375,1295,-71.0,-920,FLAT,FLAT,A,F36|F37|F59f|F59h|F59o|F63|F_PO_CUTOFF|R9
23011-FF5716,"WAL MART STORES",Croston's,1440,520,176.9,920,FLAT,FRONT_LOADED,A,F57|F64|VP-Q3
23011-FF6553,"WAL MART STORES",Seasonal Baseline,1080,2000,-46.0,-920,FLAT,VARIABLE,A,F37|F47|F64|F66|F6b|VP-Q1|VP-Q4
3102-FF15718,"CHEWY.COM",Sparse Intermittent,384,1300,-70.5,-916,FLAT,SPARSE,A,F17|F37|F64|VP-Q3
13646-SF8168,"MARSHALLS",Sparse Intermittent,4128,5040,-18.1,-912,SPARSE,SPARSE,A,F64|R2
13646-SF8170,"MARSHALLS",Sparse Intermittent,3984,4896,-18.6,-912,SPARSE,SPARSE,A,F61|R2
3466-FF10479,"C & S WHOLESALE",Seasonal Baseline,3912,3000,30.4,912,SPARSE,VARIABLE,A,F16|F26|F48|F62|F64|F71|VP-Q1
3466-FF4775,"C & S WHOLESALE",Croston's,1428,2340,-39.0,-912,FLAT,FLAT,A,F64|VP-Q3
3892-BB35043,"CERTCO INC.",Sparse Intermittent,1488,2400,-38.0,-912,SPARSE,SPARSE,A,F37|F39|F64
8940-SF8170PS,"HONG CHI PETCARE CO., LTD",Sparse Intermittent,2112,1200,76.0,912,SPARSE,SPARSE,A,F37|VP-Q3
6111-FF9291PDQ,"FINNEYS IMPORTERS AND",OTB (zero),0,910,-100.0,-910,FLAT,ZERO,,
1864-BB36982,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2874,1965,46.3,909,FLAT,FLAT,A,F15|F16|F37|F38b|F43|F45|F49|F59a|F66|F6b|M1|VP-Q1|VP-Q4
4524-BB0216,"DD'S DISCOUNTS",Sparse Intermittent,1014,1920,-47.2,-906,SPARSE,SPARSE,A: Off-Price,F61|R2|VP-Q4
3466-FF8649,"C & S WHOLESALE",Croston's,6096,7000,-12.9,-904,FLAT,FLAT,A,F37|F64|VP-Q4
1864-FF10159AMZ2,"AMAZON.COM.KYDC,INC",Heuristic,4182,3280,27.5,902,BACK_LOADED,VARIABLE,A,F23b|F39|F59h|F69|F69-wos|F9|F_PO_CUTOFF
1864-FF27259,"AMAZON.COM.KYDC,INC",Croston's,2652,1750,51.5,902,BACK_LOADED,FLAT,A,F10|F14a|F18|F35|F36|F47|F59d|F59g|F59h|F59i|F71|F_PO_CUTOFF
13640-FF31064,"BURLINGTON COAT FACTORY",OTB (zero),0,900,-100.0,-900,SPARSE,ZERO,,
13825-FF8649/24,"MILLS FLEET FARM",Croston's,600,1500,-60.0,-900,FLAT,SPARSE,A,F61|VP-Q3
1770-FF8990,"GRUP CONOCIDO S.A. DE C.V",OTB (zero),0,900,-100.0,-900,SPARSE,ZERO,,
13032-BB11417,"MID-STATES DISTRIBUTING CO",Croston's,144,1040,-86.2,-896,FLAT,SPARSE,A,F37|F64
4651-BB35096,"DO IT BEST CORP",Seasonal Baseline,1206,2100,-42.6,-894,SPARSE,VARIABLE,A,F39|F64|F6b|VP-Q1|VP-Q4
23011-FF13878,"WAL MART STORES",Croston's,408,1300,-68.6,-892,FLAT,FLAT,A,F37|F39|F57|F64|VP-Q3
16579-FF22079,"PETCO ANIMAL SUPPLIES, INC",Seasonal Baseline,12816,11926,7.5,890,FLAT,VARIABLE,A,F16|F37|F43|F64|F6b|VP-FL|VP-Q1|VP-Q4
23011-FF32363,"WAL MART STORES",Croston's,410,1300,-68.5,-890,FLAT,SPARSE,A: NEW 3/25,F37|F64|F71
3892-BB28480,"CERTCO INC.",Sparse Intermittent,984,1872,-47.4,-888,FLAT,SPARSE,A,F17|F39|F61|VP-Q3
3892-BB35098,"CERTCO INC.",Croston's,1092,1980,-44.8,-888,SPARSE,FLAT,A,F37|F64|F71
1864-FF25667,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1512,625,141.9,887,FLAT,VARIABLE,A,F15|F16|F37|F38|F38b|F59a|VP-Q1|VP-Q4
1864-FF31326,"AMAZON.COM.KYDC,INC",Seasonal Baseline,5628,6515,-13.6,-887,FRONT_LOADED,FRONT_LOADED,A,F15|F16|F22c|F35|F37|F38b|F41|F43|F44|F45|F46|F48|F59a|F59g|F59h|F59i|F70|F_PO_CUTOFF|VP-Q1
1884-FF15589AU,"AMAZON AUSTRALIA",Croston's,1200,2086,-42.5,-886,FLAT,FLAT,A,F37|F59d|F59f|VP-Q4
1864-FF12378,"AMAZON.COM.KYDC,INC",Seasonal Baseline,690,1575,-56.2,-885,FLAT,FRONT_LOADED,A,F10|F14a|F15|F16|F34|F37|F38c|F41|F48|F59h|F66|F_PO_CUTOFF|M1|VP-Q1
1864-FF6554AMZ,"AMAZON.COM.KYDC,INC",Heuristic,2016,1134,77.8,882,BACK_LOADED,BACK_LOADED,A,F23b|F35|F36|F37|F59d|F59g|F59h|F60|F70b|F_PO_CUTOFF
21025-FF36214,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,3120,4000,-22.0,-880,SPARSE,SPARSE,A,F10|F34|F37|M1
1864-FF9298PCS3,"AMAZON.COM.KYDC,INC",Seasonal Baseline,9656,10535,-8.3,-879,FLAT,FLAT,A,F10|F14a|F15|F16|F22a|F35|F36|F37|F38|F38b|F43|F44|F59a|F59d|F59e|F59g|F59i|F59j|F71|F_PO_CUTOFF|VP-Q1
13149-FF5773,"MEIJER THRIFTY ACRES",Croston's,2124,3000,-29.2,-876,FLAT,FLAT,A,F26|F35|F37|F39|F62|F64|VP-Q3|VP-Q4
1864-FF7218,"AMAZON.COM.KYDC,INC",Croston's,1740,2615,-33.5,-875,SPIKE,FLAT,A,F10|F14a|F18|F35|F37|F59d|F59f|VP-Q4
13149-FF7261,"MEIJER THRIFTY ACRES",Sparse Intermittent,1728,2600,-33.5,-872,FLAT,SPARSE,A,F17|F37
4524-BB35237,"DD'S DISCOUNTS",OTB (zero),0,870,-100.0,-870,SPARSE,ZERO,,
7199-BB0473,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB0760,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB22118,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB29122,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB33528,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB33534,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB34389,"GABRIEL BROTHERS INC",Sparse Intermittent,570,1440,-60.4,-870,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
3700-BB22272,"CVS CORPORATION",Sparse Intermittent,2688,1820,47.7,868,FLAT,SPARSE,A: New 2/26,F10|F17|F34|F37|F64|M1|R2
4651-BB35093,"DO IT BEST CORP",Seasonal Baseline,2208,1340,64.8,868,SPARSE,VARIABLE,A,F16|F37|F43|F44|F45|F46|F62|F64|VP-Q1|VP-Q2|VP-Q4
1864-BB15065,"AMAZON.COM.KYDC,INC",Seasonal Baseline,4284,3420,25.3,864,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F41|F47|F59m|F66|VP-Q1|VP-Q4
1587-BB35097,"SUPERVALU",Croston's,387,1250,-69.0,-863,SPARSE,SPARSE,A,F37|F71
1864-FF8287,"AMAZON.COM.KYDC,INC",Heuristic,4800,3940,21.8,860,FLAT,VARIABLE,A,F10|F14a|F23b|F36|F37|F59d|F59e|F59g|F59h|R9
7199-BB26923,"GABRIEL BROTHERS INC",Sparse Intermittent,580,1440,-59.7,-860,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB26924,"GABRIEL BROTHERS INC",Sparse Intermittent,580,1440,-59.7,-860,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
3102-FF5766,"CHEWY.COM",Seasonal Baseline,3972,3113,27.6,859,FLAT,VARIABLE,A,F16|F37|F64|VP-Q1|VP-Q4
16128-FF27264CA,"PET VALU CANADA INC",Croston's,144,1000,-85.6,-856,FLAT,FLAT,A,F37|F47|F64|F71|R6|VP-Q4
1864-FF27997,"AMAZON.COM.KYDC,INC",Heuristic,1834,2690,-31.8,-856,BACK_LOADED,FLAT,A,F23b|F47|F59h|F59o|F69|F69-wos|F_PO_CUTOFF
3102-FF12380/6,"CHEWY.COM",Seasonal Baseline,894,1750,-48.9,-856,FLAT,FLAT,A,F16|F35|F64|F66|F6b|VP-Q1|VP-Q4
1884-FF12837AU,"AMAZON AUSTRALIA",Croston's,48,902,-94.7,-854,FLAT,SPARSE,A,F35|F37|F_PO_CUTOFF
3837-FF12858MX,"COMERCIALIZADORA MEXICO AMERIC",Sparse Intermittent,5884,5032,16.9,852,SPARSE,SPARSE,A,F64|R5
7291-BB0424,"GENERAL TRADING CO. INC",Sparse Intermittent,948,1800,-47.3,-852,SPARSE,SPARSE,A,F64|R2
1587-FF7297,"SUPERVALU",Croston's,1230,2080,-40.9,-850,FLAT,FLAT,A,F35|F43|F64|F71
1864-BB0712,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2250,1400,60.7,850,VARIABLE,FLAT,A,F10|F15|F16|F34|F37|F38b|F59a|F66|M1|VP-Q1|VP-Q2|VP-Q4
1864-FF10465,"AMAZON.COM.KYDC,INC",Heuristic,2208,3055,-27.7,-847,FLAT,VARIABLE,A,F10|F14a|F23b|F35|F42|F47|F59g|F59h|F9|F_PO_CUTOFF
1864-FF31607,"AMAZON.COM.KYDC,INC",Seasonal Baseline,804,1650,-51.3,-846,FLAT,FLAT,A,F15|F37|F38|F38b|F43|F59a|VP-Q1|VP-Q4
1864-BB35904,"AMAZON.COM.KYDC,INC",Croston's,1122,1965,-42.9,-843,FLAT,VARIABLE,A,F10|F18b|F34|F37|F43|F49|F67|M1|VP-Q4
1864-FF22187,"AMAZON.COM.KYDC,INC",Seasonal Baseline,4572,3730,22.6,842,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F41|F47|F59e|F59m|F66|VP-Q1|VP-Q4
22008-BB26922,"VARIETY WHOLESALERS INC",Sparse Intermittent,1158,2000,-42.1,-842,SPARSE,SPARSE,A: Off-Price,F64|R2
13640-BB22116,"BURLINGTON COAT FACTORY",Sparse Intermittent,360,1200,-70.0,-840,SPARSE,SPARSE,A: Off-Price,F10|F34|F37|M1|R2|VP-OP
13640-BB22118,"BURLINGTON COAT FACTORY",Sparse Intermittent,360,1200,-70.0,-840,SPARSE,SPARSE,A: Off-Price,F10|F34|F37|M1|R2|VP-OP
13640-BB29122,"BURLINGTON COAT FACTORY",Sparse Intermittent,360,1200,-70.0,-840,SPARSE,SPARSE,A: Off-Price,F10|F34|F37|M1|R2|VP-OP
1770-FF6305,"GRUP CONOCIDO S.A. DE C.V",Heuristic,1440,600,140.0,840,SPARSE,VARIABLE,A,F23b|F64|R5|R9
20474-FF13877,"THEIS DISTRIBUTING COMPANY INC",Croston's,6960,7800,-10.8,-840,FLAT,FLAT,A,F37|F64|F66|VP-Q3
2659-BB27359,"BISEK & COMPANY INC",Sparse Intermittent,180,1020,-82.4,-840,SPARSE,SPARSE,FD,F52|F61|R2
4524-BB0236,"DD'S DISCOUNTS",OTB (zero),0,840,-100.0,-840,SPARSE,ZERO,,
7199-BB16534,"GABRIEL BROTHERS INC",Sparse Intermittent,600,1440,-58.3,-840,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB16535,"GABRIEL BROTHERS INC",Sparse Intermittent,600,1440,-58.3,-840,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB16537,"GABRIEL BROTHERS INC",Sparse Intermittent,600,1440,-58.3,-840,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
7199-BB30279,"GABRIEL BROTHERS INC",Sparse Intermittent,600,1440,-58.3,-840,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
16820-FF26966,"PSP DISTRIBUTION, LLC",Croston's,6330,5491,15.3,839,FLAT,SPARSE,A,F45|F47|F64|F66|F71
21025-FF8991,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,1164,2000,-41.8,-836,SPARSE,SPARSE,A,F41|F61|VP-Q3
1864-BB36990,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2430,3265,-25.6,-835,FLAT,FLAT,A,F15|F16|F37|F38|F38b|F48|F59a|F66|F71|VP-Q1|VP-Q4
20474-FF13881,"THEIS DISTRIBUTING COMPANY INC",Croston's,11232,10400,8.0,832,FLAT,FLAT,A,F35|F37|F64|F66|VP-Q3
16820-FF26978,"PSP DISTRIBUTION, LLC",Croston's,6096,5266,15.8,830,FLAT,FLAT,A,F37|F47|F64|F66|VP-Q3|VP-Q4
12002-FF6989,"HOME SENSE",Sparse Intermittent,672,1500,-55.2,-828,FLAT,SPARSE,A,F37
21025-FF28457,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,4356,5184,-16.0,-828,FLAT,SPARSE,A,F45|F64
3102-FF8831,"CHEWY.COM",Seasonal Baseline,1572,2400,-34.5,-828,FLAT,VARIABLE,A,F16|F35|F64|VP-Q1|VP-Q4
33011-BB20552,"WALMART.COM",Croston's,3948,3120,26.5,828,FLAT,FLAT,A,F37|F64
13149-FF5766,"MEIJER THRIFTY ACRES",Croston's,1674,2500,-33.0,-826,FLAT,FLAT,A,F37|F39|F62|F64|VP-Q4
16651-FF27261AU,"PETBARN PTY LTD",Croston's,996,1820,-45.3,-824,FLAT,FRONT_LOADED,A,F37|F57|F64|F71|R5|VP-Q3
21025-FF12843,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,1680,2500,-32.8,-820,FLAT,SPARSE,A,F37|F64|VP-Q3
4524-SF8170,"DD'S DISCOUNTS",Sparse Intermittent,480,1300,-63.1,-820,SPARSE,SPARSE,A,F37|R2
23011-FF9757,"WAL MART STORES",Seasonal Baseline,1944,1125,72.8,819,FLAT,VARIABLE,A,F16|F35|F37|F43|F45|F49|F64|F6b|VP-Q1|VP-Q2|VP-Q4
1864-FF26756EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,90,907,-90.1,-817,BACK_LOADED,BACK_LOADED,A,F15|F16|F22a|F26|F35|F38c|F43|F47|F50|F59f|F59h|F60|F6b|F70b|F_PO_CUTOFF|VP-Q1|VP-Q2
21025-FF33567,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,2736,1920,42.5,816,SPARSE,SPARSE,A,F10|F34|F64|M1
4524-BB0079,"DD'S DISCOUNTS",Sparse Intermittent,1584,2400,-34.0,-816,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
4524-BB0151,"DD'S DISCOUNTS",Sparse Intermittent,1584,2400,-34.0,-816,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
4524-BB21641,"DD'S DISCOUNTS",Sparse Intermittent,1584,2400,-34.0,-816,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
4524-BB30279,"DD'S DISCOUNTS",Sparse Intermittent,1584,2400,-34.0,-816,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
4524-BB30930,"DD'S DISCOUNTS",Sparse Intermittent,1584,2400,-34.0,-816,SPARSE,SPARSE,A: Off-Price,F37|F64|R2|VP-OP
11169-FF8990KL,"KOHL'S DEPT STR",Seasonal Baseline,1248,2060,-39.4,-812,FLAT,SPIKE,A,F16|F35|F37|F64|VP-OP|VP-Q1|VP-Q4
23011-FF30880,"WAL MART STORES",Seasonal Baseline,2892,2080,39.0,812,FLAT,VARIABLE,A,F16|F37|F45|F64|F71|VP-Q1
1864-FF32149,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2004,2810,-28.7,-806,FLAT,VARIABLE,A,F15|F16|F38e|F59e|F59h|VP-Q1|VP-Q4
3466-FF10475,"C & S WHOLESALE",Croston's,1500,2304,-34.9,-804,SPARSE,SPARSE,A,F37|F41|R6|VP-Q3
4524-BB23576,"DD'S DISCOUNTS",Sparse Intermittent,1596,2400,-33.5,-804,SPARSE,SPARSE,A: Off-Price,F10|F34|M1|R2|VP-OP
4651-BB0131,"DO IT BEST CORP",Sparse Intermittent,36,840,-95.7,-804,FRONT_LOADED,SPARSE,A,F37|F45|F64|R2
9108-FF33413,"IHERB, LLC",Sparse Intermittent,108,912,-88.2,-804,FLAT,SPARSE,A: NEW,F37|F45
3700-BB21641,"CVS CORPORATION",Croston's,108,910,-88.1,-802,FLAT,FLAT,A,F64|F71
22008-BB30050,"VARIETY WHOLESALERS INC",OTB (zero),0,800,-100.0,-800,SPARSE,ZERO,,
3837-FF10477MX,"COMERCIALIZADORA MEXICO AMERIC",Sparse Intermittent,5628,4828,16.6,800,SPARSE,SPARSE,A,F64|R5
18360-FF7120,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,1998,1200,66.5,798,SPARSE,SPARSE,A: Repl Commt,F37|F64|R2
23011-FF12689,"WAL MART STORES",Seasonal Baseline,2328,3125,-25.5,-797,FLAT,VARIABLE,A,F16|F37|F39|F43|F44|F46|F48|F64|F6b|F71|VP-Q1|VP-Q4
1864-FF8651/8,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2848,3640,-21.8,-792,FLAT,FLAT,A,F15|F16|F35|F37|F38b|F39|F43|F49|F59d|F59j|F66|F_PO_CUTOFF|M1|VP-Q1
22008-BB34751,"VARIETY WHOLESALERS INC",Sparse Intermittent,1008,1800,-44.0,-792,SPARSE,SPARSE,A: NEW 6/25,F10|F34|F37|F64|M1|R2
4524-BB16537,"DD'S DISCOUNTS",Sparse Intermittent,1608,2400,-33.0,-792,SPARSE,SPARSE,A: Off-Price,F10|F34|M1|R2|VP-OP
1864-FF7263PCS2,"AMAZON.COM.KYDC,INC",Heuristic,585,1375,-57.5,-790,FLAT,FLAT,A,F35|F37|F59h|F59o|F63|F_PO_CUTOFF|R9
3080-FF11899CA,"CANADIAN TIRE CO",Sparse Intermittent,960,1750,-45.1,-790,FLAT,SPARSE,A,F37|F41
3102-FF10556,"CHEWY.COM",Croston's,1370,2160,-36.6,-790,FLAT,FLAT,A,F26|F37|F39|F62|F64|VP-Q4
3837-FF4934MX,"COMERCIALIZADORA MEXICO AMERIC",Sparse Intermittent,1788,1000,78.8,788,SPARSE,SPARSE,A,F61|R5
16579-FF22080,"PETCO ANIMAL SUPPLIES, INC",Seasonal Baseline,3984,4771,-16.5,-787,FLAT,VARIABLE,FD,F16|F35|F37|F41|F43|F52|F62|F64|VP-FL|VP-Q1|VP-Q4
1587-FF10159,"SUPERVALU",OTB (zero),0,780,-100.0,-780,FLAT,ZERO,,
2659-BB30424,"BISEK & COMPANY INC",Sparse Intermittent,120,900,-86.7,-780,SPARSE,SPARSE,FD,F52|F61
6111-FF12300/24,"FINNEYS IMPORTERS AND",Sparse Intermittent,1560,780,100.0,780,FLAT,SPARSE,A,F10|F17|F34|F64|M1
6478-FF7221,"FRAGRANCENET.COM, INC.",OTB (zero),0,780,-100.0,-780,FLAT,ZERO,,
1864-BB0409EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,774,1550,-50.1,-776,FLAT,VARIABLE,A,F15|F37|F43|F45|F59h|VP-Q1|VP-Q4
21025-FF10475,"TROPICAL REPS AND DISTRIBUTORS",Sparse Intermittent,2826,3600,-21.5,-774,SPARSE,SPARSE,A,F37|F64|VP-Q3
11393-BB35043,"KRASDALE FOODS",Sparse Intermittent,1812,1040,74.2,772,FLAT,SPARSE,A,F37|F64
16128-FF4933,"PET VALU CANADA INC",Croston's,1728,2500,-30.9,-772,FLAT,FLAT,A,F37|F41|F64|VP-Q3|VP-Q4
1864-FF12850PCS8,"AMAZON.COM.KYDC,INC",Heuristic,150,920,-83.7,-770,FLAT,FLAT,A,F10|F34|F37|F59a|F59h|F_PO_CUTOFF|M1|R9
11169-FF22323,"KOHL'S DEPT STR",Sparse Intermittent,72,840,-91.4,-768,SPARSE,SPARSE,A,F37
2659-FF9297/24,"BISEK & COMPANY INC",Seasonal Baseline,1632,2400,-32.0,-768,SPARSE,VARIABLE,A,F16|F24|F48|F64|F66|F6b|VP-Q1|VP-Q4
8940-SF8168PS,"HONG CHI PETCARE CO., LTD",OTB (zero),0,768,-100.0,-768,SPARSE,ZERO,,
9108-SF8170,"IHERB, LLC",Croston's,1152,1920,-40.0,-768,FLAT,FLAT,A,F37|F47|F62|F64|VP-Q3|VP-Q4
